mq2,Water Level,Methane (ppm),CO2 (ppm),Dates,Time,Methane Alert,CO2 Alert
713,84.6,352.43,2806.92,2022-10-30,05:30:00,False,False
710,99.2,560.78,2423.31,2022-10-30,06:00:00,False,False
717,35.9,339.03,989.97,2022-10-30,06:30:00,False,False
775,33.7,1139.01,9084.42,2022-10-30,07:00:00,True,True
896,9.3,8675.51,4556.07,2022-10-30,07:30:00,True,True
806,30.4,4298.89,6203.28,2022-10-30,08:00:00,True,True
790,65.7,5881.95,6015.94,2022-10-30,08:30:00,True,True
785,99.4,7245.44,6321.03,2022-10-30,09:00:00,True,True
776,31.9,8093.61,8131.03,2022-10-30,09:30:00,True,True
689,55.5,347.26,1401.62,2022-10-30,10:00:00,False,False
727,47.5,599.73,1479.79,2022-10-30,10:30:00,False,False
730,8.4,777.48,1761.68,2022-10-30,11:00:00,False,False
718,81.6,589.05,1345.14,2022-10-30,11:30:00,False,False
677,70.9,599.49,1074.12,2022-10-30,12:00:00,False,False
696,29.0,359.47,2780.77,2022-10-30,12:30:00,False,False
675,55.4,457.43,1449.47,2022-10-30,13:00:00,False,False
605,38.5,773.28,1719.26,2022-10-30,13:30:00,False,False
670,86.5,613.12,2147.98,2022-10-30,14:00:00,False,False
638,63.4,217.38,1844.86,2022-10-30,14:30:00,False,False
626,43.0,927.81,1397.87,2022-10-30,15:00:00,False,False
620,52.7,563.62,2945.64,2022-10-30,15:30:00,False,False
626,45.5,306.8,1945.06,2022-10-30,16:00:00,False,False
594,81.3,186.73,2484.48,2022-10-30,16:30:00,False,False
591,5.6,764.88,1845.77,2022-10-30,17:00:00,False,False
606,50.2,511.04,2468.65,2022-10-30,17:30:00,False,False
597,94.4,670.83,1421.1,2022-10-30,18:00:00,False,False
575,18.8,868.17,2159.53,2022-10-30,18:30:00,False,False
594,95.8,863.71,1287.59,2022-10-30,19:00:00,False,False
605,98.5,529.43,2010.13,2022-10-30,19:30:00,False,False
589,53.0,127.53,1018.26,2022-10-30,20:00:00,False,False
608,76.7,858.51,1122.2,2022-10-30,20:30:00,False,False
904,14.5,9183.71,7982.25,2022-10-30,21:00:00,True,True
814,17.8,9298.67,4506.45,2022-10-30,21:30:00,True,True
791,15.9,3116.86,8264.68,2022-10-30,22:00:00,True,True
798,71.0,9433.17,8345.89,2022-10-30,22:30:00,True,True
766,44.5,3185.23,9328.65,2022-10-30,23:00:00,True,True
794,70.3,7274.64,5909.54,2022-10-30,23:30:00,True,True
811,33.2,1892.4,9758.72,2022-10-31,00:00:00,True,True
789,92.3,2806.7,7637.63,2022-10-31,00:30:00,True,True
812,21.8,7266.14,8963.64,2022-10-31,01:00:00,True,True
806,34.5,9931.09,4746.4,2022-10-31,01:30:00,True,True
805,44.0,3545.34,9298.98,2022-10-31,02:00:00,True,True
791,80.1,7917.93,5905.85,2022-10-31,02:30:00,True,True
836,71.2,2527.7,3750.57,2022-10-31,03:00:00,True,True
829,8.1,7059.54,5443.01,2022-10-31,03:30:00,True,True
874,32.5,5602.27,5611.02,2022-10-31,04:00:00,True,True
886,79.6,8768.29,4997.65,2022-10-31,04:30:00,True,True
909,9.3,2989.5,6789.94,2022-10-31,05:00:00,True,True
895,62.1,2002.81,6723.54,2022-10-31,05:30:00,True,True
897,24.4,5335.72,7443.77,2022-10-31,06:00:00,True,True
895,30.5,4152.1,3867.37,2022-10-31,06:30:00,True,True
908,26.5,3138.3,9233.15,2022-10-31,07:00:00,True,True
882,88.7,1109.89,8581.82,2022-10-31,07:30:00,True,True
896,37.2,3458.66,7612.74,2022-10-31,08:00:00,True,True
892,67.9,2084.32,4551.79,2022-10-31,08:30:00,True,True
892,86.8,2495.73,8722.19,2022-10-31,09:00:00,True,True
887,8.9,1972.48,5983.97,2022-10-31,09:30:00,True,True
887,58.4,1095.16,9417.52,2022-10-31,10:00:00,True,True
879,8.9,2150.13,9085.39,2022-10-31,10:30:00,True,True
880,91.1,3801.76,3576.27,2022-10-31,11:00:00,True,True
891,30.0,4019.59,9829.7,2022-10-31,11:30:00,True,True
893,32.6,4979.07,4198.79,2022-10-31,12:00:00,True,True
889,90.5,1277.73,7500.61,2022-10-31,12:30:00,True,True
904,84.0,4207.86,7947.86,2022-10-31,13:00:00,True,True
869,5.5,6885.72,4744.86,2022-10-31,13:30:00,True,True
853,23.0,7387.29,6153.68,2022-10-31,14:00:00,True,True
872,72.3,3998.37,8651.22,2022-10-31,14:30:00,True,True
871,77.4,5058.59,5878.33,2022-10-31,15:00:00,True,True
823,22.7,1861.77,6011.9,2022-10-31,15:30:00,True,True
815,29.6,7467.35,4237.17,2022-10-31,16:00:00,True,True
855,37.7,6185.7,4390.06,2022-10-31,16:30:00,True,True
868,72.8,3861.2,8330.67,2022-10-31,17:00:00,True,True
849,74.2,9892.55,5351.24,2022-10-31,17:30:00,True,True
865,28.3,9969.23,4718.72,2022-10-31,18:00:00,True,True
877,6.6,8656.72,4984.24,2022-10-31,18:30:00,True,True
882,21.8,5338.31,9057.57,2022-10-31,19:00:00,True,True
842,90.4,2093.54,3409.7,2022-10-31,19:30:00,True,True
832,79.6,4213.85,8994.14,2022-10-31,20:00:00,True,True
705,36.7,122.67,1365.98,2022-10-31,20:30:00,False,False
801,90.7,6106.07,9738.88,2022-10-31,21:00:00,True,True
773,56.6,8423.3,9197.77,2022-10-31,21:30:00,True,True
769,94.8,3164.15,9835.38,2022-10-31,22:00:00,True,True
737,20.9,1546.75,5323.5,2022-10-31,22:30:00,True,True
770,70.2,7683.16,6591.67,2022-10-31,23:00:00,True,True
726,12.4,832.69,1525.65,2022-10-31,23:30:00,False,False
750,85.7,6117.96,9964.15,2022-11-01,00:00:00,True,True
719,12.0,246.39,1156.96,2022-11-01,00:30:00,False,False
746,47.2,7949.2,5632.66,2022-11-01,01:00:00,True,True
745,34.6,9390.34,9576.25,2022-11-01,01:30:00,True,True
735,9.4,7698.61,7710.91,2022-11-01,02:00:00,True,True
691,11.6,708.6,2124.85,2022-11-01,02:30:00,False,False
562,24.9,374.71,949.98,2022-11-01,03:00:00,False,False
555,7.4,149.1,2394.32,2022-11-01,03:30:00,False,False
535,36.8,29.67,294.69,2022-11-01,04:00:00,False,False
536,29.1,65.89,548.42,2022-11-01,04:30:00,False,False
537,94.1,60.28,374.76,2022-11-01,05:00:00,False,False
500,19.7,51.11,766.6,2022-11-01,05:30:00,False,False
543,29.5,34.25,770.93,2022-11-01,06:00:00,False,False
512,79.0,55.87,591.0,2022-11-01,06:30:00,False,False
517,48.5,84.31,402.2,2022-11-01,07:00:00,False,False
513,74.4,78.84,799.9,2022-11-01,07:30:00,False,False
518,28.1,52.17,723.25,2022-11-01,08:00:00,False,False
557,51.4,593.39,2957.71,2022-11-01,08:30:00,False,False
579,50.1,994.29,1471.14,2022-11-01,09:00:00,False,False
584,31.8,232.2,1141.44,2022-11-01,09:30:00,False,False
598,13.6,457.53,944.99,2022-11-01,10:00:00,False,False
627,43.5,726.46,1733.69,2022-11-01,10:30:00,False,False
615,41.3,290.77,2978.73,2022-11-01,11:00:00,False,False
620,11.8,250.57,1928.37,2022-11-01,11:30:00,False,False
619,67.1,860.37,932.38,2022-11-01,12:00:00,False,False
612,89.3,418.77,1870.49,2022-11-01,12:30:00,False,False
614,12.0,745.77,2496.24,2022-11-01,13:00:00,False,False
640,48.8,249.3,1183.26,2022-11-01,13:30:00,False,False
695,90.2,797.19,2130.88,2022-11-01,14:00:00,False,False
654,88.3,339.55,2743.21,2022-11-01,14:30:00,False,False
645,79.9,698.87,2504.74,2022-11-01,15:00:00,False,False
671,88.6,903.91,2244.92,2022-11-01,15:30:00,False,False
618,16.6,723.61,848.74,2022-11-01,16:00:00,False,False
684,61.5,742.94,2353.34,2022-11-01,16:30:00,False,False
630,49.1,126.16,955.4,2022-11-01,17:00:00,False,False
664,23.8,497.48,2100.67,2022-11-01,17:30:00,False,False
666,89.8,796.03,1391.36,2022-11-01,18:00:00,False,False
678,39.3,609.39,1635.38,2022-11-01,18:30:00,False,False
665,87.2,443.28,1313.55,2022-11-01,19:00:00,False,False
694,54.9,539.93,1900.4,2022-11-01,19:30:00,False,False
661,47.1,809.13,2662.26,2022-11-01,20:00:00,False,False
668,13.4,462.77,2876.06,2022-11-01,20:30:00,False,False
618,77.3,304.74,2989.43,2022-11-01,21:00:00,False,False
611,15.2,267.83,1256.18,2022-11-01,21:30:00,False,False
603,29.9,928.78,1531.37,2022-11-01,22:00:00,False,False
568,17.7,467.79,1524.98,2022-11-01,22:30:00,False,False
617,97.5,169.74,854.69,2022-11-01,23:00:00,False,False
609,95.0,182.88,2149.72,2022-11-01,23:30:00,False,False
626,79.8,832.73,2137.02,2022-11-02,00:00:00,False,False
647,64.9,912.5,1087.73,2022-11-02,00:30:00,False,False
688,81.7,101.67,1904.59,2022-11-02,01:00:00,False,False
676,55.5,315.29,1044.21,2022-11-02,01:30:00,False,False
652,97.4,873.46,1877.65,2022-11-02,02:00:00,False,False
654,55.8,263.24,1379.54,2022-11-02,02:30:00,False,False
696,72.0,766.37,2008.18,2022-11-02,03:00:00,False,False
682,5.6,683.65,2778.76,2022-11-02,03:30:00,False,False
675,39.3,884.57,829.5,2022-11-02,04:00:00,False,False
662,38.1,766.27,2433.6,2022-11-02,04:30:00,False,False
672,76.0,471.34,1902.49,2022-11-02,05:00:00,False,False
668,62.5,403.12,977.56,2022-11-02,05:30:00,False,False
671,25.5,255.39,1246.29,2022-11-02,06:00:00,False,False
678,87.2,452.74,1259.01,2022-11-02,06:30:00,False,False
668,49.9,775.6,2046.03,2022-11-02,07:00:00,False,False
601,75.7,167.25,1941.49,2022-11-02,07:30:00,False,False
652,92.7,699.1,2099.41,2022-11-02,08:00:00,False,False
671,86.7,103.9,2723.98,2022-11-02,08:30:00,False,False
655,47.4,649.93,2531.61,2022-11-02,09:00:00,False,False
667,9.7,790.64,1837.9,2022-11-02,09:30:00,False,False
674,97.8,163.44,2248.2,2022-11-02,10:00:00,False,False
634,90.9,604.61,1503.54,2022-11-02,10:30:00,False,False
653,55.3,326.47,2020.02,2022-11-02,11:00:00,False,False
644,38.8,138.33,865.59,2022-11-02,11:30:00,False,False
643,28.9,618.99,2869.38,2022-11-02,12:00:00,False,False
674,19.0,659.65,1832.11,2022-11-02,12:30:00,False,False
655,75.0,268.47,2654.2,2022-11-02,13:00:00,False,False
664,11.5,452.23,1510.13,2022-11-02,13:30:00,False,False
690,98.2,639.59,2043.08,2022-11-02,14:00:00,False,False
669,31.8,622.47,1060.79,2022-11-02,14:30:00,False,False
659,99.0,818.2,1840.47,2022-11-02,15:00:00,False,False
668,48.2,864.93,2968.17,2022-11-02,15:30:00,False,False
673,40.2,176.12,2571.53,2022-11-02,16:00:00,False,False
669,27.9,937.12,2112.13,2022-11-02,16:30:00,False,False
531,79.6,26.77,222.91,2022-11-02,17:00:00,False,False
485,65.3,93.11,269.89,2022-11-02,17:30:00,False,False
467,91.1,54.54,524.08,2022-11-02,18:00:00,False,False
464,45.0,60.15,567.22,2022-11-02,18:30:00,False,False
470,35.3,87.38,779.27,2022-11-02,19:00:00,False,False
420,99.8,26.79,552.43,2022-11-02,19:30:00,False,False
459,18.7,55.5,457.31,2022-11-02,20:00:00,False,False
426,70.7,61.68,231.2,2022-11-02,20:30:00,False,False
479,21.6,63.32,778.16,2022-11-02,21:00:00,False,False
414,62.9,68.37,385.85,2022-11-02,21:30:00,False,False
469,16.2,21.82,260.37,2022-11-02,22:00:00,False,False
467,16.6,49.11,202.39,2022-11-02,22:30:00,False,False
516,44.0,32.76,610.59,2022-11-02,23:00:00,False,False
489,94.5,22.55,318.29,2022-11-02,23:30:00,False,False
483,7.8,45.25,296.64,2022-11-03,00:00:00,False,False
490,74.6,13.22,216.58,2022-11-03,00:30:00,False,False
460,23.1,59.81,641.05,2022-11-03,01:00:00,False,False
476,48.6,50.06,374.7,2022-11-03,01:30:00,False,False
447,6.1,47.53,596.48,2022-11-03,02:00:00,False,False
442,56.7,52.71,321.43,2022-11-03,02:30:00,False,False
497,11.1,50.08,320.62,2022-11-03,03:00:00,False,False
486,83.8,86.59,720.17,2022-11-03,03:30:00,False,False
454,16.5,46.31,770.6,2022-11-03,04:00:00,False,False
475,44.3,71.95,274.22,2022-11-03,04:30:00,False,False
473,48.9,49.98,354.41,2022-11-03,05:00:00,False,False
434,60.9,33.99,221.32,2022-11-03,05:30:00,False,False
517,79.9,12.22,600.73,2022-11-03,06:00:00,False,False
968,28.4,7778.66,6408.27,2022-11-03,06:30:00,True,True
970,39.8,6974.41,5428.51,2022-11-03,07:00:00,True,True
1015,29.2,8917.76,7346.67,2022-11-03,07:30:00,True,True
997,86.9,6501.8,5690.4,2022-11-03,08:00:00,True,True
970,12.0,7586.66,7478.09,2022-11-03,08:30:00,True,True
940,58.5,5127.46,7903.61,2022-11-03,09:00:00,True,True
872,71.2,3749.29,4637.78,2022-11-03,09:30:00,True,True
828,51.5,5965.18,5530.11,2022-11-03,10:00:00,True,True
768,60.7,2951.06,7063.42,2022-11-03,10:30:00,True,True
779,62.8,2779.63,9999.56,2022-11-03,11:00:00,True,True
738,68.8,4560.93,9301.35,2022-11-03,11:30:00,True,True
737,77.4,9757.06,4376.47,2022-11-03,12:00:00,True,True
716,46.1,731.73,1977.5,2022-11-03,12:30:00,False,False
697,80.7,117.28,2316.51,2022-11-03,13:00:00,False,False
695,25.7,721.92,1259.77,2022-11-03,13:30:00,False,False
666,50.0,353.94,2985.37,2022-11-03,14:00:00,False,False
665,80.4,944.73,1835.58,2022-11-03,14:30:00,False,False
673,78.3,687.45,1918.17,2022-11-03,15:00:00,False,False
642,32.4,840.78,2921.67,2022-11-03,15:30:00,False,False
594,42.7,985.32,1318.93,2022-11-03,16:00:00,False,False
605,89.8,343.02,1870.48,2022-11-03,16:30:00,False,False
644,26.2,711.96,1239.07,2022-11-03,17:00:00,False,False
657,90.8,538.32,2001.27,2022-11-03,17:30:00,False,False
649,29.7,149.22,889.13,2022-11-03,18:00:00,False,False
652,20.0,927.96,2999.2,2022-11-03,18:30:00,False,False
652,77.5,836.53,2483.51,2022-11-03,19:00:00,False,False
644,44.5,929.36,1421.08,2022-11-03,19:30:00,False,False
663,72.4,310.76,1531.42,2022-11-03,20:00:00,False,False
664,7.5,220.04,1699.27,2022-11-03,20:30:00,False,False
646,34.9,518.41,1207.54,2022-11-03,21:00:00,False,False
632,74.9,278.84,2918.48,2022-11-03,21:30:00,False,False
616,47.7,447.83,866.68,2022-11-03,22:00:00,False,False
599,80.6,780.29,2464.52,2022-11-03,22:30:00,False,False
599,21.9,522.98,2334.97,2022-11-03,23:00:00,False,False
611,6.7,832.62,856.1,2022-11-03,23:30:00,False,False
612,81.7,543.28,2619.63,2022-11-04,00:00:00,False,False
573,52.6,630.52,806.26,2022-11-04,00:30:00,False,False
614,38.1,323.48,884.88,2022-11-04,01:00:00,False,False
605,60.9,236.85,1415.66,2022-11-04,01:30:00,False,False
579,59.3,565.42,2630.3,2022-11-04,02:00:00,False,False
638,84.5,271.41,1118.84,2022-11-04,02:30:00,False,False
667,26.5,556.97,1903.62,2022-11-04,03:00:00,False,False
668,94.9,591.08,2519.38,2022-11-04,03:30:00,False,False
654,77.5,194.0,2186.39,2022-11-04,04:00:00,False,False
676,27.4,653.22,2078.41,2022-11-04,04:30:00,False,False
642,94.5,305.93,2722.4,2022-11-04,05:00:00,False,False
668,60.1,134.38,1357.96,2022-11-04,05:30:00,False,False
725,89.6,469.98,1530.11,2022-11-04,06:00:00,False,False
680,57.0,453.32,2374.0,2022-11-04,06:30:00,False,False
631,8.5,365.8,2155.96,2022-11-04,07:00:00,False,False
613,57.8,594.31,1494.71,2022-11-04,07:30:00,False,False
607,66.8,854.67,2971.53,2022-11-04,08:00:00,False,False
614,16.4,968.0,1803.97,2022-11-04,08:30:00,False,False
590,96.7,981.16,2964.38,2022-11-04,09:00:00,False,False
585,63.7,775.45,1543.34,2022-11-04,09:30:00,False,False
595,51.7,720.05,1521.76,2022-11-04,10:00:00,False,False
585,6.3,154.94,1250.21,2022-11-04,10:30:00,False,False
577,81.2,654.15,1761.95,2022-11-04,11:00:00,False,False
521,46.7,82.68,258.25,2022-11-04,11:30:00,False,False
460,25.2,16.75,711.81,2022-11-04,12:00:00,False,False
483,58.0,45.57,260.46,2022-11-04,12:30:00,False,False
457,45.2,45.52,322.27,2022-11-04,13:00:00,False,False
498,22.1,83.39,559.7,2022-11-04,13:30:00,False,False
466,16.8,76.87,308.7,2022-11-04,14:00:00,False,False
689,16.7,940.01,2142.07,2022-11-04,14:30:00,False,False
700,94.6,374.25,1145.76,2022-11-04,15:00:00,False,False
708,91.9,939.32,991.53,2022-11-04,15:30:00,False,False
708,35.3,203.52,2673.43,2022-11-04,16:00:00,False,False
762,69.7,3116.74,4558.55,2022-11-04,16:30:00,True,True
801,16.1,2716.18,7292.12,2022-11-04,17:00:00,True,True
821,49.2,6787.41,5931.52,2022-11-04,17:30:00,True,True
832,21.7,2736.27,9089.53,2022-11-04,18:00:00,True,True
856,22.5,1425.32,6833.46,2022-11-04,18:30:00,True,True
865,95.4,9476.25,8522.86,2022-11-04,19:00:00,True,True
793,53.5,8410.94,6160.74,2022-11-04,19:30:00,True,True
848,12.1,8246.12,7930.02,2022-11-04,20:00:00,True,True
842,59.7,6313.52,8805.63,2022-11-04,20:30:00,True,True
881,79.8,3877.23,3355.57,2022-11-04,21:00:00,True,True
883,81.3,5190.96,5977.06,2022-11-04,21:30:00,True,True
894,97.5,8218.91,6007.98,2022-11-04,22:00:00,True,True
912,62.0,3574.39,5736.98,2022-11-04,22:30:00,True,True
906,95.8,4293.97,5205.96,2022-11-04,23:00:00,True,True
921,74.3,8669.26,4166.44,2022-11-04,23:30:00,True,True
904,13.1,6974.8,6017.03,2022-11-05,00:00:00,True,True
911,12.5,6019.23,5041.16,2022-11-05,00:30:00,True,True
905,20.0,7817.41,3156.02,2022-11-05,01:00:00,True,True
870,83.3,8355.84,3608.7,2022-11-05,01:30:00,True,True
918,70.3,5691.85,8281.19,2022-11-05,02:00:00,True,True
917,65.7,2402.23,6513.89,2022-11-05,02:30:00,True,True
911,98.9,2322.97,9402.52,2022-11-05,03:00:00,True,True
927,58.1,5183.86,9163.6,2022-11-05,03:30:00,True,True
902,41.0,8941.07,9922.7,2022-11-05,04:00:00,True,True
875,60.5,9658.15,3909.87,2022-11-05,04:30:00,True,True
941,66.5,2348.1,6906.82,2022-11-05,05:00:00,True,True
910,75.7,1413.35,7589.29,2022-11-05,05:30:00,True,True
904,98.5,1274.42,6916.25,2022-11-05,06:00:00,True,True
926,24.5,4381.37,6457.39,2022-11-05,06:30:00,True,True
895,13.0,9686.85,9239.56,2022-11-05,07:00:00,True,True
883,92.6,3663.36,4680.86,2022-11-05,07:30:00,True,True
491,65.7,23.96,450.91,2022-11-05,08:00:00,False,False
525,31.7,15.53,514.18,2022-11-05,08:30:00,False,False
523,65.2,91.37,474.82,2022-11-05,09:00:00,False,False
484,48.2,44.42,607.92,2022-11-05,09:30:00,False,False
530,46.8,72.09,402.93,2022-11-05,10:00:00,False,False
532,59.4,42.27,723.18,2022-11-05,10:30:00,False,False
529,60.9,36.47,535.99,2022-11-05,11:00:00,False,False
540,74.1,11.96,491.27,2022-11-05,11:30:00,False,False
520,27.6,97.43,567.83,2022-11-05,12:00:00,False,False
485,84.8,37.84,271.43,2022-11-05,12:30:00,False,False
491,18.7,32.0,621.04,2022-11-05,13:00:00,False,False
533,28.1,46.43,755.93,2022-11-05,13:30:00,False,False
494,79.4,77.37,303.92,2022-11-05,14:00:00,False,False
652,65.6,762.95,2152.22,2022-11-05,14:30:00,False,False
997,50.5,8908.33,7538.01,2022-11-05,15:00:00,True,True
1020,93.4,5478.15,5382.92,2022-11-05,15:30:00,True,True
983,35.7,5410.39,6225.62,2022-11-05,16:00:00,True,True
1014,96.8,7131.66,7376.03,2022-11-05,16:30:00,True,True
979,25.6,4990.13,8653.15,2022-11-05,17:00:00,True,True
1017,58.8,2262.2,4235.21,2022-11-05,17:30:00,True,True
1012,97.8,5245.66,3483.8,2022-11-05,18:00:00,True,True
1047,33.6,1881.56,9954.18,2022-11-05,18:30:00,True,True
1044,33.2,1974.46,9791.98,2022-11-05,19:00:00,True,True
1020,66.1,9753.98,4955.75,2022-11-05,19:30:00,True,True
1030,56.9,2125.88,8872.62,2022-11-05,20:00:00,True,True
1021,82.2,6688.45,6305.18,2022-11-05,20:30:00,True,True
1023,37.0,4042.69,9393.16,2022-11-05,21:00:00,True,True
992,7.5,3770.92,8002.69,2022-11-05,21:30:00,True,True
928,59.5,5520.36,8434.0,2022-11-05,22:00:00,True,True
880,74.2,1500.73,6545.13,2022-11-05,22:30:00,True,True
732,22.5,5819.39,4015.19,2022-11-05,23:00:00,True,True
638,95.6,101.59,2551.86,2022-11-05,23:30:00,False,False
642,26.7,269.94,1305.48,2022-11-06,00:00:00,False,False
488,31.1,24.88,433.47,2022-11-06,00:30:00,False,False
486,5.2,64.86,725.17,2022-11-06,01:00:00,False,False
495,59.4,63.19,465.36,2022-11-06,01:30:00,False,False
453,94.6,38.33,721.93,2022-11-06,02:00:00,False,False
485,67.5,53.57,578.88,2022-11-06,02:30:00,False,False
484,71.2,95.38,724.29,2022-11-06,03:00:00,False,False
447,76.7,64.68,216.55,2022-11-06,03:30:00,False,False
454,35.8,97.05,373.61,2022-11-06,04:00:00,False,False
471,41.3,59.64,746.04,2022-11-06,04:30:00,False,False
576,25.6,582.85,844.48,2022-11-06,05:00:00,False,False
551,22.1,752.44,1814.5,2022-11-06,05:30:00,False,False
594,98.6,944.1,2295.96,2022-11-06,06:00:00,False,False
591,40.3,381.3,1037.88,2022-11-06,06:30:00,False,False
603,86.4,278.08,1500.52,2022-11-06,07:00:00,False,False
606,13.3,319.41,1449.09,2022-11-06,07:30:00,False,False
614,98.8,825.9,2772.26,2022-11-06,08:00:00,False,False
598,39.2,750.57,2005.37,2022-11-06,08:30:00,False,False
603,7.3,709.19,1939.61,2022-11-06,09:00:00,False,False
594,56.9,989.67,932.86,2022-11-06,09:30:00,False,False
614,36.0,366.32,2624.67,2022-11-06,10:00:00,False,False
624,55.8,241.17,840.42,2022-11-06,10:30:00,False,False
602,97.8,901.55,1586.08,2022-11-06,11:00:00,False,False
599,82.6,769.96,2575.97,2022-11-06,11:30:00,False,False
633,52.4,987.24,2954.84,2022-11-06,12:00:00,False,False
621,34.7,689.15,1282.63,2022-11-06,12:30:00,False,False
631,85.2,114.5,2064.06,2022-11-06,13:00:00,False,False
649,90.6,373.73,2488.95,2022-11-06,13:30:00,False,False
629,43.6,722.62,2332.44,2022-11-06,14:00:00,False,False
641,6.6,736.38,2331.13,2022-11-06,14:30:00,False,False
627,32.7,190.05,2070.46,2022-11-06,15:00:00,False,False
635,76.5,267.27,2182.9,2022-11-06,15:30:00,False,False
647,80.4,295.85,2589.25,2022-11-06,16:00:00,False,False
643,82.8,184.18,1206.7,2022-11-06,16:30:00,False,False
624,83.2,689.26,1545.44,2022-11-06,17:00:00,False,False
631,13.7,213.56,1429.23,2022-11-06,17:30:00,False,False
627,43.0,371.51,2146.93,2022-11-06,18:00:00,False,False
637,87.6,413.34,2374.44,2022-11-06,18:30:00,False,False
636,52.8,136.65,1429.11,2022-11-06,19:00:00,False,False
634,41.4,523.57,1898.76,2022-11-06,19:30:00,False,False
657,99.4,481.47,1858.4,2022-11-06,20:00:00,False,False
650,54.5,972.29,1918.97,2022-11-06,20:30:00,False,False
648,98.3,210.33,910.79,2022-11-06,21:00:00,False,False
641,38.2,668.77,2877.44,2022-11-06,21:30:00,False,False
661,26.8,671.22,2836.39,2022-11-06,22:00:00,False,False
660,6.3,518.09,2662.27,2022-11-06,22:30:00,False,False
656,83.5,727.46,1409.11,2022-11-06,23:00:00,False,False
651,5.4,806.91,1320.46,2022-11-06,23:30:00,False,False
641,44.4,896.41,2666.99,2022-11-07,00:00:00,False,False
664,91.7,255.2,805.21,2022-11-07,00:30:00,False,False
654,69.7,798.62,915.56,2022-11-07,01:00:00,False,False
651,79.7,164.18,2306.39,2022-11-07,01:30:00,False,False
662,9.3,966.87,2401.45,2022-11-07,02:00:00,False,False
598,47.6,806.4,1249.59,2022-11-07,02:30:00,False,False
650,66.7,414.19,1967.06,2022-11-07,03:00:00,False,False
616,80.8,546.11,2588.24,2022-11-07,03:30:00,False,False
665,43.0,245.0,2961.58,2022-11-07,04:00:00,False,False
633,43.3,705.08,908.73,2022-11-07,04:30:00,False,False
665,63.5,372.14,1753.68,2022-11-07,05:00:00,False,False
665,20.0,730.79,2698.16,2022-11-07,05:30:00,False,False
607,25.4,750.05,1871.5,2022-11-07,06:00:00,False,False
649,61.7,442.8,930.46,2022-11-07,06:30:00,False,False
650,75.8,801.7,2996.81,2022-11-07,07:00:00,False,False
473,93.7,60.66,254.74,2022-11-07,07:30:00,False,False
491,83.0,47.39,358.68,2022-11-07,08:00:00,False,False
483,63.0,73.71,747.84,2022-11-07,08:30:00,False,False
499,9.9,27.97,332.99,2022-11-07,09:00:00,False,False
509,89.0,64.48,289.26,2022-11-07,09:30:00,False,False
506,61.1,12.34,492.41,2022-11-07,10:00:00,False,False
491,8.5,73.75,207.41,2022-11-07,10:30:00,False,False
489,67.7,86.59,621.41,2022-11-07,11:00:00,False,False
505,24.2,44.65,710.12,2022-11-07,11:30:00,False,False
486,46.2,62.25,707.47,2022-11-07,12:00:00,False,False
497,38.2,17.24,753.86,2022-11-07,12:30:00,False,False
497,23.3,12.22,711.84,2022-11-07,13:00:00,False,False
489,81.0,48.95,474.34,2022-11-07,13:30:00,False,False
496,22.9,42.88,235.94,2022-11-07,14:00:00,False,False
499,27.5,32.92,294.66,2022-11-07,14:30:00,False,False
509,34.4,16.53,213.0,2022-11-07,15:00:00,False,False
496,17.7,22.36,283.34,2022-11-07,15:30:00,False,False
453,82.6,94.43,442.48,2022-11-07,16:00:00,False,False
504,31.3,26.8,294.97,2022-11-07,16:30:00,False,False
493,73.8,43.14,644.55,2022-11-07,17:00:00,False,False
482,31.9,77.09,570.53,2022-11-07,17:30:00,False,False
488,59.9,59.15,715.23,2022-11-07,18:00:00,False,False
498,28.3,22.56,509.33,2022-11-07,18:30:00,False,False
509,50.9,42.43,405.47,2022-11-07,19:00:00,False,False
443,46.4,95.99,656.97,2022-11-07,19:30:00,False,False
492,38.4,25.78,776.63,2022-11-07,20:00:00,False,False
500,28.6,93.91,619.43,2022-11-07,20:30:00,False,False
493,35.5,21.0,380.15,2022-11-07,21:00:00,False,False
469,81.8,32.36,722.72,2022-11-07,21:30:00,False,False
471,55.2,69.25,604.28,2022-11-07,22:00:00,False,False
515,62.7,47.92,553.8,2022-11-07,22:30:00,False,False
495,21.0,75.07,466.3,2022-11-07,23:00:00,False,False
506,19.6,62.59,315.29,2022-11-07,23:30:00,False,False
502,8.1,30.0,556.45,2022-11-08,00:00:00,False,False
515,98.3,61.35,651.91,2022-11-08,00:30:00,False,False
505,7.5,74.52,529.42,2022-11-08,01:00:00,False,False
510,97.9,95.88,500.78,2022-11-08,01:30:00,False,False
755,87.7,2481.89,7369.43,2022-11-08,02:00:00,True,True
930,21.1,7669.28,3956.12,2022-11-08,02:30:00,True,True
1021,67.6,2442.94,5035.67,2022-11-08,03:00:00,True,True
1017,96.4,8112.71,3926.85,2022-11-08,03:30:00,True,True
904,27.7,5037.77,3075.72,2022-11-08,04:00:00,True,True
804,33.1,5148.89,4072.88,2022-11-08,04:30:00,True,True
751,16.9,7185.97,6021.19,2022-11-08,05:00:00,True,True
734,15.3,4526.56,9134.87,2022-11-08,05:30:00,True,True
709,60.0,467.21,1800.31,2022-11-08,06:00:00,False,False
718,20.0,611.29,2498.1,2022-11-08,06:30:00,False,False
